"...1","SegmentR","PEPR","AgeR","TimeRelationR","IncomeSourceR","ActivityR","NationalityR","CommonAddR","ProductTR","SubproductR","OperationTR","MonetaryInstR","DivisaR","ChannelR","OperabilitySR","OGoverR","SARR","VMR","VOR","SumSeR","SumReR","RSR","AAR","SendingNumR","ReceivingNumR","StateOpeR","StateResR","MunOpeR","MunResR","CountryR","row_median","tag"
21338,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,5,20,20,20,15,5,10,20,"Low"
21339,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,5,30,20,5,30,20,15,5,10,20,"Low"
21340,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,5,10,5,20,20,10,15,5,10,20,"Low"
21341,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,5,10,20,5,20,20,15,5,10,20,"Low"
21342,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,10,5,5,30,20,15,5,10,15,"Low"
21343,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,5,10,5,20,30,10,15,5,10,20,"Low"
21344,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,10,5,20,20,20,15,5,10,20,"Low"
21345,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,25,10,5,5,20,20,15,5,10,20,"Low"
21346,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,5,10,5,5,20,10,15,5,10,10,"Low"
21347,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,5,10,20,5,20,10,15,5,10,20,"Low"
21348,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,25,10,5,5,30,10,15,5,10,20,"Low"
21349,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,10,20,20,20,10,15,5,10,20,"Low"
21350,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,25,30,20,5,20,10,15,5,10,20,"Low"
21351,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,5,30,5,20,30,10,15,5,10,20,"Low"
21352,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,25,30,20,5,20,10,15,5,10,20,"Low"
21353,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,10,5,20,20,10,15,5,10,20,"Low"
21354,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,10,20,20,30,10,15,5,10,20,"Low"
21355,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,30,5,5,20,10,15,5,10,15,"Low"
21356,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,10,5,5,20,20,15,5,10,15,"Low"
21357,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,5,10,20,5,30,20,15,5,10,20,"Low"
21358,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,25,25,30,20,20,20,10,15,5,10,20,"Low"
21359,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,5,5,10,20,5,30,20,15,5,10,15,"Low"
21360,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,5,30,20,20,30,10,15,5,10,20,"Low"
21361,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,25,30,5,20,30,20,15,5,10,20,"Low"
21362,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,5,10,5,20,20,10,15,5,10,20,"Low"
21363,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,25,30,20,20,20,10,15,5,10,20,"Low"
21364,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,5,10,20,20,20,20,15,5,10,20,"Low"
21365,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,5,30,20,5,30,20,15,5,10,20,"Low"
21366,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,5,30,5,5,30,10,15,5,10,20,"Low"
21367,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,30,5,20,20,10,15,5,10,20,"Low"
21368,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,30,5,5,30,20,15,5,10,20,"Low"
21369,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,5,30,5,20,30,10,15,5,10,20,"Low"
21370,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,10,5,20,20,10,15,5,10,20,"Low"
21371,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,30,20,5,20,10,15,5,10,20,"Low"
21372,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,30,20,5,20,10,15,5,10,20,"Low"
21373,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,25,5,10,20,20,20,20,15,5,10,20,"Low"
21374,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,10,5,5,20,20,15,5,10,15,"Low"
21375,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,30,20,20,30,10,15,5,10,20,"Low"
21376,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,5,30,5,20,20,20,15,5,10,20,"Low"
21377,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,25,10,5,20,20,20,15,5,10,20,"Low"
21378,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,10,5,20,20,10,15,5,10,20,"Low"
21379,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,25,30,20,20,30,10,15,5,10,20,"Low"
21380,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,5,10,5,20,20,10,15,5,10,20,"Low"
21381,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,25,5,10,20,5,30,20,15,5,10,20,"Low"
21382,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,5,30,5,5,30,10,15,5,10,20,"Low"
21383,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,10,20,5,30,10,15,5,10,20,"Low"
21384,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,5,10,20,20,20,10,15,5,10,20,"Low"
21385,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,5,10,20,5,30,20,15,5,10,20,"Low"
21386,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,30,5,5,20,10,15,5,10,20,"Low"
21387,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,25,10,20,5,30,20,15,5,10,20,"Low"
21388,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,10,20,20,20,20,15,5,10,20,"Low"
21389,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,25,30,5,5,30,10,15,5,10,20,"Low"
21390,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,25,10,20,5,30,20,15,5,10,20,"Low"
21391,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,25,30,20,5,30,10,15,5,10,20,"Low"
21392,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,5,10,5,20,20,20,15,5,10,20,"Low"
21393,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,10,20,5,20,10,15,5,10,20,"Low"
21394,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,25,30,5,20,20,20,15,5,10,20,"Low"
21395,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,25,30,20,5,30,10,15,5,10,20,"Low"
21396,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,5,10,5,20,20,20,15,5,10,15,"Low"
21397,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,5,5,10,5,20,30,20,15,5,10,15,"Low"
21398,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,30,20,5,20,10,15,5,10,20,"Low"
21399,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,5,30,20,5,30,20,15,5,10,20,"Low"
21400,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,25,10,5,5,30,10,15,5,10,20,"Low"
21401,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,5,30,5,20,30,20,15,5,10,20,"Low"
21402,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,5,5,30,5,5,20,20,15,5,10,20,"Low"
21403,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,25,30,20,5,30,10,15,5,10,20,"Low"
21404,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,5,10,20,5,20,10,15,5,10,20,"Low"
21405,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,5,30,5,20,20,20,15,5,10,20,"Low"
21406,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,25,10,20,20,30,20,15,5,10,20,"Low"
21407,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,30,5,20,30,10,15,5,10,20,"Low"
21408,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,10,5,20,30,20,15,5,10,20,"Low"
21409,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,25,30,5,20,30,10,15,5,10,20,"Low"
21410,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,5,10,5,5,30,10,15,5,10,10,"Low"
21411,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,25,30,20,5,30,20,15,5,10,20,"Low"
21412,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,5,30,5,20,20,10,15,5,10,20,"Low"
21413,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,25,30,20,20,30,20,15,5,10,20,"Low"
21414,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,10,5,5,30,20,15,5,10,20,"Low"
21415,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,30,5,20,20,20,15,5,10,20,"Low"
21416,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,5,30,20,20,30,10,15,5,10,20,"Low"
21417,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,5,30,20,20,20,20,15,5,10,20,"Low"
21418,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,5,10,20,5,20,10,15,5,10,20,"Low"
21419,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,25,30,20,20,30,10,15,5,10,20,"Low"
21420,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,10,20,5,30,20,15,5,10,20,"Low"
21421,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,5,5,10,20,5,20,10,15,5,10,10,"Low"
21422,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,25,5,30,5,20,20,10,15,5,10,20,"Low"
21423,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,30,5,5,30,10,15,5,10,20,"Low"
21424,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,30,5,5,20,10,15,5,10,15,"Low"
21425,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,25,10,20,5,30,10,15,5,10,20,"Low"
21426,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,25,10,5,20,30,20,15,5,10,20,"Low"
21427,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,25,30,20,5,20,10,15,5,10,20,"Low"
21428,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,25,10,20,20,20,10,15,5,10,20,"Low"
21429,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,30,5,20,30,20,15,5,10,20,"Low"
21430,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,5,30,5,20,30,10,15,5,10,20,"Low"
21431,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,5,30,5,5,20,20,15,5,10,20,"Low"
21432,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,25,30,20,20,20,10,15,5,10,20,"Low"
21433,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,5,5,10,20,20,20,20,15,5,10,20,"Low"
21434,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,5,10,5,20,20,10,15,5,10,20,"Low"
21435,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,10,20,20,20,20,15,5,10,20,"Low"
21436,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,25,30,5,20,20,20,15,5,10,20,"Low"
21437,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,25,30,5,5,30,20,15,5,10,20,"Low"
21438,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,5,10,20,20,30,10,15,5,10,20,"Low"
21439,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,25,25,10,5,20,20,20,15,5,10,20,"Low"
21440,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,5,30,5,20,20,10,15,5,10,20,"Low"
21441,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,25,30,20,20,30,20,15,5,10,20,"Low"
21442,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,5,30,5,5,20,20,15,5,10,20,"Low"
21443,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,5,30,5,5,20,20,15,5,10,20,"Low"
21444,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,5,10,5,5,30,10,15,5,10,10,"Low"
21445,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,5,10,5,20,20,10,15,5,10,15,"Low"
21446,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,25,10,5,20,30,10,15,5,10,20,"Low"
21447,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,25,30,5,20,20,20,15,5,10,20,"Low"
21448,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,5,10,5,5,30,20,15,5,10,15,"Low"
21449,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,25,30,20,20,30,20,15,5,10,20,"Low"
21450,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,30,20,5,30,20,15,5,10,20,"Low"
21451,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,10,5,5,30,10,15,5,10,10,"Low"
21452,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,25,10,20,5,20,20,15,5,10,20,"Low"
21453,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,5,25,10,20,20,20,20,15,5,10,20,"Low"
21454,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,25,30,5,5,30,10,15,5,10,20,"Low"
21455,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,30,5,5,20,20,15,5,10,20,"Low"
21456,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,25,10,5,20,20,20,15,5,10,20,"Low"
21457,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,30,5,5,20,20,15,5,10,20,"Low"
21458,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,5,10,20,20,20,10,15,5,10,20,"Low"
21459,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,25,30,5,20,20,20,15,5,10,20,"Low"
21460,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,5,10,20,5,20,10,15,5,10,20,"Low"
21461,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,30,5,5,20,10,15,5,10,15,"Low"
21462,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,25,10,20,20,20,20,15,5,10,20,"Low"
21463,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,25,10,20,20,20,10,15,5,10,20,"Low"
21464,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,30,20,20,30,10,15,5,10,20,"Low"
21465,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,5,30,20,5,20,10,15,5,10,20,"Low"
21466,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,30,20,5,30,10,15,5,10,20,"Low"
21467,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,25,10,20,5,30,10,15,5,10,20,"Low"
21468,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,10,20,5,20,20,15,5,10,20,"Low"
21469,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,5,30,20,20,30,10,15,5,10,20,"Low"
21470,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,5,5,10,5,20,20,10,15,5,10,10,"Low"
21471,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,25,10,20,20,30,20,15,5,10,20,"Low"
21472,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,5,5,20,10,15,5,10,20,"Low"
21473,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,5,30,5,20,30,20,15,5,10,20,"Low"
21474,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,5,25,10,20,5,20,20,15,5,10,20,"Low"
21475,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,5,10,20,20,20,20,15,5,10,20,"Low"
21476,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,30,20,20,30,20,15,5,10,20,"Low"
21477,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,30,20,20,20,10,15,5,10,20,"Low"
21478,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,10,20,20,20,10,15,5,10,20,"Low"
21479,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,10,5,5,20,20,15,5,10,20,"Low"
21480,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,30,5,20,20,10,15,5,10,20,"Low"
21481,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,5,25,30,20,5,30,20,15,5,10,20,"Low"
21482,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,5,10,5,20,20,10,15,5,10,20,"Low"
21483,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,30,20,20,30,10,15,5,10,20,"Low"
21484,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,25,10,5,20,20,10,15,5,10,20,"Low"
21485,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,10,20,20,20,20,15,5,10,20,"Low"
21486,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,5,25,30,5,5,30,10,15,5,10,20,"Low"
21487,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,30,20,5,30,10,15,5,10,20,"Low"
21488,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,30,5,20,30,10,15,5,10,20,"Low"
21489,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,5,30,20,20,30,10,15,5,10,20,"Low"
21490,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,25,10,20,20,20,10,15,5,10,20,"Low"
21491,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,10,20,5,30,20,15,5,10,20,"Low"
21492,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,5,5,10,5,5,30,20,15,5,10,20,"Low"
21493,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,5,30,5,20,30,20,15,5,10,20,"Low"
21494,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,25,30,20,5,30,10,15,5,10,20,"Low"
21495,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,10,20,20,20,10,15,5,10,20,"Low"
21496,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,25,30,5,5,20,20,15,5,10,20,"Low"
21497,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,25,30,20,5,20,10,15,5,10,20,"Low"
21498,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,30,20,5,30,10,15,5,10,20,"Low"
21499,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,5,30,20,20,30,20,15,5,10,20,"Low"
21500,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,30,20,20,20,20,15,5,10,20,"Low"
21501,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,5,30,5,5,30,10,15,5,10,15,"Low"
21502,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,5,10,20,20,20,20,15,5,10,20,"Low"
21503,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,10,20,5,20,20,15,5,10,20,"Low"
21504,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,5,5,30,10,15,5,10,20,"Low"
21505,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,25,10,20,20,20,10,15,5,10,20,"Low"
21506,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,5,5,30,5,20,20,10,15,5,10,20,"Low"
21507,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,25,10,5,20,30,10,15,5,10,20,"Low"
21508,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,25,10,5,20,30,20,15,5,10,20,"Low"
21509,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,25,5,10,5,5,30,10,15,5,10,10,"Low"
21510,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,5,10,5,5,20,10,15,5,10,10,"Low"
21511,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,25,10,20,20,20,10,15,5,10,20,"Low"
21512,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,10,20,20,30,10,15,5,10,20,"Low"
21513,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,25,5,10,20,5,20,10,15,5,10,20,"Low"
21514,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,5,30,20,20,20,10,15,5,10,20,"Low"
21515,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,5,30,5,20,20,10,15,5,10,20,"Low"
21516,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,25,30,5,5,20,10,15,5,10,20,"Low"
21517,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,5,10,5,20,30,10,15,5,10,20,"Low"
21518,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,10,20,5,20,10,15,5,10,20,"Low"
21519,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,5,25,30,5,5,20,10,15,5,10,20,"Low"
21520,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,5,10,20,20,30,20,15,5,10,20,"Low"
21521,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,25,30,5,5,30,10,15,5,10,20,"Low"
21522,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,25,30,20,5,20,20,15,5,10,20,"Low"
21523,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,25,30,5,20,20,10,15,5,10,20,"Low"
21524,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,5,5,30,20,15,5,10,20,"Low"
21525,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,5,30,20,5,20,20,15,5,10,20,"Low"
21526,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,5,5,10,20,5,30,10,15,5,10,15,"Low"
21527,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,5,10,5,20,30,20,15,5,10,20,"Low"
21528,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,10,20,20,20,10,15,5,10,20,"Low"
21529,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,5,30,20,20,30,10,15,5,10,20,"Low"
21530,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,5,10,5,5,30,20,15,5,10,15,"Low"
21531,20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,25,30,20,20,20,10,15,5,10,20,"Low"
21532,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,25,10,20,20,20,20,15,5,10,20,"Low"
21533,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,30,5,20,20,10,15,5,10,20,"Low"
21534,20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,30,20,20,20,10,15,5,10,20,"Low"
